target,反应类型,条件,truetarget,CorAns,Position,congruency,AffValue,flankerPic,targetPic,corAnsF,corAnsA,RestPic,returnPractice.thisRepN,returnPractice.thisTrialN,returnPractice.thisN,returnPractice.thisIndex,pracNum.thisRepN,pracNum.thisTrialN,pracNum.thisN,pracNum.thisIndex,NumBlock1.thisRepN,NumBlock1.thisTrialN,NumBlock1.thisN,NumBlock1.thisIndex,NumBlock2.thisRepN,NumBlock2.thisTrialN,NumBlock2.thisN,NumBlock2.thisIndex,returnPrac.thisRepN,returnPrac.thisTrialN,returnPrac.thisN,returnPrac.thisIndex,PracAff.thisRepN,PracAff.thisTrialN,PracAff.thisN,PracAff.thisIndex,AffBlocks.thisRepN,AffBlocks.thisTrialN,AffBlocks.thisN,AffBlocks.thisIndex,AffBlock1.thisRepN,AffBlock1.thisTrialN,AffBlock1.thisN,AffBlock1.thisIndex,respNum2word.keys,respNum2word.corr,respNum2word.rt,text.started,text.stopped,blank.started,blank.stopped,respFlanker.keys,respFlanker.corr,respFlanker.rt,thisWord,respAffWord.keys,respAffWord.corr,respAffWord.rt,姓名,性别,年龄（周岁）,date,expName,psychopyVersion,frameRate
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,1,1,16,,,,994.8614452,None,993.6780586,994.8779944,s,1,0.3455225,享受,k,1,0.5446439,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,2,2,69,,,,997.794772,None,996.6114352,997.811255,s,1,0.5054931,失意,l,1,0.7363631,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,3,3,78,,,,1001.077909,None,999.8945397,1001.094542,s,1,0.5052998,充裕,k,1,0.795344,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,4,4,26,,,,1004.427863,None,1003.244047,1004.444622,a,1,0.5038611,清秀,k,1,0.4522775,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,5,5,11,,,,1007.294264,None,1006.111454,1007.310955,s,1,0.3769021,怀疑,l,1,0.5565062,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,6,6,39,,,,1010.311487,None,1009.128267,1010.328019,a,1,0.4579095,逃避,l,1,0.5327002,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,7,7,63,,,,1013.228143,None,1012.044706,1013.244802,a,1,0.5200444,忧虑,l,1,0.6135608,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,8,8,79,,,,1016.344171,None,1015.161281,1016.361547,a,1,0.5199829,烦恼,l,1,0.5044716,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,9,9,36,,,,1019.27743,None,1018.09466,1019.294123,a,1,0.5537822,精致,k,1,0.7055445,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,10,10,34,,,,1022.444074,None,1021.261207,1022.461403,a,1,0.3699136,廉洁,k,1,0.654057,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,11,11,40,,,,1025.528059,None,1024.344471,1025.544643,s,1,0.390929,富足,k,1,0.4746189,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,12,12,68,,,,1028.394607,None,1027.21077,1028.411029,a,1,0.4665862,前进,k,1,0.5029438,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,13,13,46,,,,1031.26136,None,1030.077918,1031.277899,s,1,0.4713276,正直,k,1,0.5327803,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,14,14,10,,,,1034.161439,None,1032.977702,1034.178027,a,1,0.476487,留恋,k,1,0.686473,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,15,15,52,,,,1037.344704,None,1036.161238,1037.361298,a,1,0.5418457,振作,k,1,0.5362096,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,16,16,74,,,,1040.277905,None,1039.094748,1040.293977,a,1,0.4517269,爽朗,k,1,0.4336276,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,17,17,56,,,,1043.06116,None,1041.877624,1043.07812,s,1,0.4268535,奉献,k,1,0.5208993,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,18,18,35,,,,1045.944642,None,1044.761138,1045.961265,s,1,0.4990649,损害,l,1,0.6263183,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,19,19,44,,,,1049.128282,None,1047.944707,1049.144694,a,1,0.6958023,有利,k,1,0.5179107,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,20,20,42,,,,1052.178112,None,1050.994843,1052.194755,a,1,0.4618557,热切,k,1,0.5911095,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,21,21,25,,,,1055.227256,None,1054.044555,1055.243848,a,1,0.4076722,浪费,l,1,0.7936178,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,22,22,49,,,,1058.360932,None,1057.177352,1058.377622,a,1,0.4592426,嘲笑,l,1,0.7330365,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,23,23,72,,,,1061.461222,None,1060.277705,1061.477848,s,1,0.4125842,豪放,k,1,0.9486188,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,24,24,21,,,,1064.810897,None,1063.627536,1064.827611,s,1,0.5654695,慌忙,l,1,0.6250559,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,25,25,58,,,,1068.061424,None,1066.877949,1068.077978,a,1,0.4050439,顽强,k,1,0.6749383,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,26,26,77,,,,1071.194602,None,1070.011267,1071.211135,s,1,0.5462682,落后,l,1,0.6026929,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,27,27,13,,,,1074.327906,None,1073.144682,1074.344658,s,1,0.5902938,冷笑,l,1,0.9372065,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,28,28,51,,,,1077.794672,None,1076.611175,1077.811147,s,1,0.5206399,撒谎,l,1,0.6456558,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,29,29,0,,,,1080.811397,None,1079.627977,1080.827962,s,1,0.3413183,圣洁,k,1,0.5675531,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,30,30,9,,,,1083.594641,None,1082.411294,1083.611409,a,1,0.4128462,缺乏,l,1,0.5996057,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,31,31,41,,,,1086.611303,None,1085.427901,1086.628037,a,1,0.4026954,堵塞,l,1,0.6816778,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,32,32,20,,,,1089.728007,None,1088.54458,1089.744616,a,1,0.5367221,珍藏,k,1,0.6354737,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,33,33,1,,,,1092.794633,None,1091.611222,1092.811376,a,1,0.3980146,处罚,l,1,0.616453,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,34,34,43,,,,1095.644618,None,1094.4613,1095.661226,s,1,0.3255908,懒惰,l,1,0.628362,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,35,35,14,,,,1098.527846,None,1097.344664,1098.54463,s,1,0.5364182,典雅,k,1,0.6157316,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,36,36,48,,,,1101.728014,None,1100.544704,1101.744432,s,1,0.39983,俊秀,k,1,0.5627206,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,37,37,47,,,,1104.627865,None,1103.44471,1104.644651,a,1,0.5430083,丢失,l,1,0.5774189,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,38,38,64,,,,1107.628026,None,1106.44447,1107.644731,s,1,0.3772121,秀丽,k,1,0.6063719,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,39,39,2,,,,1110.611114,None,1109.427918,1110.627989,a,1,0.3132217,丰满,k,1,0.5027392,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,40,40,19,,,,1113.377894,None,1112.19462,1113.394665,s,1,0.3959636,焦躁,l,1,1.1032857,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,41,41,71,,,,1116.811302,None,1115.627935,1116.8279,a,1,0.5020673,孤单,l,1,0.6712823,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,42,42,60,,,,1119.877859,None,1118.694481,1119.894626,a,1,0.521774,旺盛,k,1,0.7056359,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,43,43,27,,,,1122.944641,None,1121.761286,1122.961223,s,1,0.424792,禁止,None,0,,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,44,44,22,,,,1127.694585,None,1126.511216,1127.711324,s,1,0.4722117,永恒,k,1,0.5898005,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,45,45,29,,,,1130.81121,None,1129.627838,1130.828016,s,1,0.5313638,伤心,l,1,0.5713583,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,46,46,18,,,,1133.861195,None,1132.677819,1133.877994,a,1,0.3864935,公平,k,1,0.6020356,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,47,47,7,,,,1136.694696,None,1135.5112,1136.711289,a,1,0.5857541,消沉,l,1,0.6061114,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,48,48,23,,,,1139.944573,None,1138.761157,1139.96126,a,1,0.4526604,黑暗,l,1,0.5533637,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,49,49,3,,,,1143.011284,None,1141.827874,1143.027885,s,1,0.3861769,罚款,l,1,0.6295115,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,50,50,33,,,,1145.977941,None,1144.794406,1145.994626,a,1,0.4251771,郁闷,l,1,0.5075196,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,51,51,55,,,,1148.94453,None,1147.761289,1148.961133,a,1,0.5235634,自卑,l,1,0.5785504,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,52,52,62,,,,1151.994531,None,1150.811169,1152.011125,s,1,0.4746093,羡慕,k,1,0.6671559,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,53,53,31,,,,1155.077931,None,1153.894513,1155.094528,a,1,0.5202827,心慌,l,1,0.5572265,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,54,54,15,,,,1158.111262,None,1156.927662,1158.127949,a,1,0.5031519,悲观,l,1,0.5654031,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,55,55,50,,,,1161.027866,None,1159.844544,1161.044527,a,1,0.4547642,如愿,k,1,0.5756729,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,56,56,6,,,,1164.044406,None,1162.861172,1164.061171,s,1,0.4842596,鲜艳,k,1,0.5333932,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,57,57,32,,,,1166.994508,None,1165.810587,1167.010577,s,1,0.3506377,舒畅,k,1,0.4172367,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,58,58,75,,,,1169.761224,None,1168.577793,1169.777922,s,1,0.4074474,闷热,l,1,0.5911496,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,59,59,61,,,,1172.744722,None,1171.560562,1172.761459,s,1,0.5508548,别扭,l,1,0.6853496,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,60,60,53,,,,1175.961138,None,1174.777821,1175.977796,s,1,0.550657,厌恶,l,1,0.4599633,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,61,61,66,,,,1178.994078,None,1177.810507,1179.010746,a,1,0.4086976,卓越,k,1,0.5567172,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,62,62,12,,,,1181.89385,None,1180.711159,1181.910498,a,1,0.521953,诚恳,k,1,0.4488396,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,63,63,54,,,,1184.81055,None,1183.627518,1184.827755,s,1,0.4909263,生动,k,1,0.4562126,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,64,64,67,,,,1187.811172,None,1186.627758,1187.827832,s,1,0.4321604,胡涂,l,1,0.5594914,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,65,65,70,,,,1190.643702,None,1189.460552,1190.660556,s,1,0.5884048,赞成,k,1,0.6779492,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,66,66,76,,,,1193.794543,None,1192.611049,1193.811001,a,1,0.4514485,雄厚,k,1,0.6322375,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,67,67,59,,,,1196.827203,None,1195.644384,1196.843823,s,1,0.3368321,假冒,l,1,0.5119833,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,68,68,65,,,,1199.527809,None,1198.344163,1199.54444,a,1,0.3634205,争吵,l,1,0.659906,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,69,69,28,,,,1202.394432,None,1201.211198,1202.410868,a,1,0.4655229,富丽,k,1,0.584235,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,70,70,24,,,,1205.294371,None,1204.11111,1205.310968,s,1,0.3823042,敬佩,k,1,0.6403924,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,71,71,37,,,,1208.361162,None,1207.177853,1208.377729,s,1,0.4798743,排斥,l,1,0.6268626,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,72,72,73,,,,1211.31112,None,1210.127698,1211.32763,a,1,0.428929,沮丧,l,1,0.5506334,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,73,73,57,,,,1214.327815,None,1213.144455,1214.344411,a,1,0.4119026,鲁莽,l,1,0.6619089,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,74,74,38,,,,1217.227791,None,1216.04467,1217.244452,s,1,0.4989826,吉祥,k,1,0.5430997,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,75,75,5,,,,1220.111476,None,1218.92784,1220.127838,s,1,0.5422861,穷苦,l,1,0.5387492,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,76,76,30,,,,1223.127672,None,1221.94438,1223.144485,s,1,0.4989703,瑰丽,k,1,0.5509722,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,77,77,8,,,,1226.027687,None,1224.844305,1226.044241,s,1,0.3769613,优雅,k,1,0.5030661,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,78,78,4,,,,1228.761014,None,1227.577749,1228.777758,a,1,0.4803299,畅销,k,1,0.4794245,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,79,79,45,,,,1231.544292,None,1230.361029,1231.560973,s,1,0.4644336,杂乱,l,1,0.4974421,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,,,,,,,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
